secret,file_path,rule_id,match_context,label
1023f559-0411-411d-8a84-1578cf17b33a,src/test/java/AuthTest.java,generic-high-entropy-string,"TEST_TOKEN = ""1023f559-0411-411d-8a84-1578cf17b33a""",0
98b3a959-c573-4c49-92f7-1f78ec00544d,README.md,generic-high-entropy-string,"integrity = ""98b3a959-c573-4c49-92f7-1f78ec00544d""",0
ur0eKxhGR5dloZHc9ze4D3sX2tufJDaxmsKYtVN,deploy/k8s/secret.yaml,generic-api-key,"DB_PASSWORD = ""ur0eKxhGR5dloZHc9ze4D3sX2tufJDaxmsKYtVN""",1
jnSROatAQgQHrNMSiA15gGUNhshYgFmMmXq1Hmw,infra/terraform/secrets.tfvars,generic-api-key,"GITHUB_TOKEN = ""jnSROatAQgQHrNMSiA15gGUNhshYgFmMmXq1Hmw""",1
AKIAG1IQXZXCZD9MX9SE,.github/workflows/deploy.yml,aws-access-token,"GITHUB_TOKEN = ""AKIAG1IQXZXCZD9MX9SE""",1
AKIAY4CYXQBWEWPGVICW,infra/terraform/secrets.tfvars,aws-access-token,"API_KEY = ""AKIAY4CYXQBWEWPGVICW""",1
E7GX66lSLlU0igyQMM4uG4yAM6SWprz9vsCZi,deploy/k8s/secret.yaml,generic-api-key,"DB_PASSWORD = ""E7GX66lSLlU0igyQMM4uG4yAM6SWprz9vsCZi""",1
sha512-LB3hC5Cz3LpiCvGIORwVEJey+7axp49e3zux2kwecWKAeQ6GTqKcjjptgpOXF16o,tests/fixtures/sample_config.env,hex-string,"TEST_TOKEN = ""sha512-LB3hC5Cz3LpiCvGIORwVEJey+7axp49e3zux2kwecWKAeQ6GTqKcjjptgpOXF16o""",0
b7a952b6-c552-4fc4-9455-d03f282757c4,README.md,generic-high-entropy-string,"request_id = ""b7a952b6-c552-4fc4-9455-d03f282757c4""",0
f45e55c0e7ea9053dbf5b11c9c70db9a37a00c36,__mocks__/apiClient.js,generic-high-entropy-string,"request_id = ""f45e55c0e7ea9053dbf5b11c9c70db9a37a00c36""",0
lorem dolor ipsum sit,tests/fixtures/sample_config.env,generic-secret,"request_id = ""lorem dolor ipsum sit""",0
AKIA237WI9LI16DH7JTK,infra/terraform/secrets.tfvars,aws-access-token,"DB_PASSWORD = ""AKIA237WI9LI16DH7JTK""",1
sk_live_gEiVqUZJW6l8R5vPfowoV3tA,infra/terraform/secrets.tfvars,stripe-live-key,"STRIPE_SECRET_KEY = ""sk_live_gEiVqUZJW6l8R5vPfowoV3tA""",1
6087075ebaef0ac6d6a1d6222cd479105c586597,tests/fixtures/sample_config.env,generic-high-entropy-string,"DUMMY_SECRET = ""6087075ebaef0ac6d6a1d6222cd479105c586597""",0
414e716f-3c99-4724-b346-c0f1448c39e4,__mocks__/apiClient.js,generic-high-entropy-string,"request_id = ""414e716f-3c99-4724-b346-c0f1448c39e4""",0
sit dolor amet lorem,README.md,generic-secret,"session_id = ""sit dolor amet lorem""",0
ghp_UinUbLGkhxTPYcy4OqXINdMdQgP1bdShACyh,infra/terraform/secrets.tfvars,github-pat,"API_KEY = ""ghp_UinUbLGkhxTPYcy4OqXINdMdQgP1bdShACyh""",1
sk_live_J7LLUAsjmvoyK1pFJP8RvqW0,backend/config.json,stripe-live-key,"GITHUB_TOKEN = ""sk_live_J7LLUAsjmvoyK1pFJP8RvqW0""",1
sha512-9alYLdjOaGs+7qGFv3LVTSXtLYfXVSrqBywfGNsgv3Y9FdPfNH/R9kwmMVQV8tVE,__mocks__/apiClient.js,hex-string,"integrity = ""sha512-9alYLdjOaGs+7qGFv3LVTSXtLYfXVSrqBywfGNsgv3Y9FdPfNH/R9kwmMVQV8tVE""",0
14bc4081-73b7-4cce-9727-7bb8baad11f9,README.md,generic-high-entropy-string,"integrity = ""14bc4081-73b7-4cce-9727-7bb8baad11f9""",0
lorem ipsum dolor amet,src/test/java/AuthTest.java,generic-secret,"integrity = ""lorem ipsum dolor amet""",0
guBuQqx9jR7Eef1ffBgVVxZiJdL9JJvQhAw3Q8W,backend/config.json,generic-api-key,"GITHUB_TOKEN = ""guBuQqx9jR7Eef1ffBgVVxZiJdL9JJvQhAw3Q8W""",1
CLrZ3aWZkSBvrjn9Wvgfygw2wMqZcUD,config/production.env,generic-api-key,"API_KEY = ""CLrZ3aWZkSBvrjn9Wvgfygw2wMqZcUD""",1
wZqvr4MS4rJaH8mfpUAFJWpSEPTFCYb,infra/terraform/secrets.tfvars,generic-api-key,"AWS_SECRET_ACCESS_KEY = ""wZqvr4MS4rJaH8mfpUAFJWpSEPTFCYb""",1
sha512-4U5ubDaBElCLZcbpHRC8sf+Z6CZZ+O6X56w4lQdelzf3LzQSzW06EpwdNoaLO6ev,docs/examples/quickstart.md,hex-string,"EXAMPLE_API_KEY = ""sha512-4U5ubDaBElCLZcbpHRC8sf+Z6CZZ+O6X56w4lQdelzf3LzQSzW06EpwdNoaLO6ev""",0
0lIsugfuQstCMTBkSCwCcU36wNBrOY8deQOzx,backend/config.json,generic-api-key,"API_KEY = ""0lIsugfuQstCMTBkSCwCcU36wNBrOY8deQOzx""",1
AKIABRPOIG8F1CBFNO6B,app/settings/prod.py,aws-access-token,"API_KEY = ""AKIABRPOIG8F1CBFNO6B""",1
C5kV3ECqWp1OrXXHFOprCeTsprvu5IfijoyS,backend/config.json,generic-api-key,"DB_PASSWORD = ""C5kV3ECqWp1OrXXHFOprCeTsprvu5IfijoyS""",1
consectetur dolor amet ipsum,__mocks__/apiClient.js,generic-secret,"integrity = ""consectetur dolor amet ipsum""",0
example-secret-do-not-use,src/test/java/AuthTest.java,generic-api-key,"EXAMPLE_API_KEY = ""example-secret-do-not-use""",0
809cb85c-d39a-43f1-afa4-a225111d0b9f,spec/support/fixtures.rb,generic-high-entropy-string,"integrity = ""809cb85c-d39a-43f1-afa4-a225111d0b9f""",0
sha512-6HMZ3u6coqbGJAtWSjS68Az5nO7clyydLsKTl4zi9Ls+IcXpMQiMHTjhNX+pViZ6,README.md,hex-string,"TEST_TOKEN = ""sha512-6HMZ3u6coqbGJAtWSjS68Az5nO7clyydLsKTl4zi9Ls+IcXpMQiMHTjhNX+pViZ6""",0
Jwwk15qV1Sfsbydk2KX9n2oPoRnrPAGb3X9XR,deploy/k8s/secret.yaml,generic-api-key,"AWS_SECRET_ACCESS_KEY = ""Jwwk15qV1Sfsbydk2KX9n2oPoRnrPAGb3X9XR""",1
cc3349ffc59e617e93305a4635b680b9cea54623,docs/examples/quickstart.md,generic-high-entropy-string,"integrity = ""cc3349ffc59e617e93305a4635b680b9cea54623""",0
715a2927-56c3-4e3d-8ef6-bf189ba3cbc7,README.md,generic-high-entropy-string,"DUMMY_SECRET = ""715a2927-56c3-4e3d-8ef6-bf189ba3cbc7""",0
ghp_HnJuQEHyu9lD6IvIwRX3URPZSqNEm9prJto8,infra/terraform/secrets.tfvars,github-pat,"STRIPE_SECRET_KEY = ""ghp_HnJuQEHyu9lD6IvIwRX3URPZSqNEm9prJto8""",1
5f6fa6aafaa99c57e16e55fafaccedc923e0c64a,README.md,generic-high-entropy-string,"EXAMPLE_API_KEY = ""5f6fa6aafaa99c57e16e55fafaccedc923e0c64a""",0
fMc4BVuMqbfo9R13KL8bWR0rKcWWlEHPC6r,.github/workflows/deploy.yml,generic-api-key,"DB_PASSWORD = ""fMc4BVuMqbfo9R13KL8bWR0rKcWWlEHPC6r""",1
ghp_4APg1FNA88rcSxnCC8p2xgRxI5Pwdzrm9h82,config/production.env,github-pat,"GITHUB_TOKEN = ""ghp_4APg1FNA88rcSxnCC8p2xgRxI5Pwdzrm9h82""",1
sha512-BtThTnc9nNXcNCVSo9TLsZMFALOc0M6GfKPbm9KmK1tMeIBlaslIfLXlgvpVkxrT,README.md,hex-string,"integrity = ""sha512-BtThTnc9nNXcNCVSo9TLsZMFALOc0M6GfKPbm9KmK1tMeIBlaslIfLXlgvpVkxrT""",0
ghp_zNV1tLvG1GIFTKtE0bxvRhALtY5U3SObMEq9,.github/workflows/deploy.yml,github-pat,"API_KEY = ""ghp_zNV1tLvG1GIFTKtE0bxvRhALtY5U3SObMEq9""",1
sk_live_ThWwJELK8QTARV51Is42BZaH,config/production.env,stripe-live-key,"AWS_SECRET_ACCESS_KEY = ""sk_live_ThWwJELK8QTARV51Is42BZaH""",1
example-secret-do-not-use,package-lock.json,generic-api-key,"DUMMY_SECRET = ""example-secret-do-not-use""",0
AKIAKPL9EKA024SCOSS3,backend/config.json,aws-access-token,"AWS_SECRET_ACCESS_KEY = ""AKIAKPL9EKA024SCOSS3""",1
example-secret-do-not-use,README.md,generic-api-key,"TEST_TOKEN = ""example-secret-do-not-use""",0
ghp_7qYYOLQZ7mBhIoPj6r0jedkYtMV0K6sChDSt,infra/terraform/secrets.tfvars,github-pat,"GITHUB_TOKEN = ""ghp_7qYYOLQZ7mBhIoPj6r0jedkYtMV0K6sChDSt""",1
ghp_w88H5s2fqmO9JriOtNIfGPkL8LjkQNU5Mv17,config/production.env,github-pat,"API_KEY = ""ghp_w88H5s2fqmO9JriOtNIfGPkL8LjkQNU5Mv17""",1
ghp_ym6MGV4i3erXY2Av7YGr0asUt1LLQF3jCIEw,.github/workflows/deploy.yml,github-pat,"STRIPE_SECRET_KEY = ""ghp_ym6MGV4i3erXY2Av7YGr0asUt1LLQF3jCIEw""",1
example-secret-do-not-use,tests/fixtures/sample_config.env,generic-api-key,"TEST_TOKEN = ""example-secret-do-not-use""",0
sha512-3OKkaz+UN5cdZo4Em7qvaR4NgAt5Gw3wrEvyblNsaylZ3Z1oj7zxn/GbuMX74Xnu,tests/fixtures/sample_config.env,hex-string,"TEST_TOKEN = ""sha512-3OKkaz+UN5cdZo4Em7qvaR4NgAt5Gw3wrEvyblNsaylZ3Z1oj7zxn/GbuMX74Xnu""",0
sha512-zQg7/7WZCw3XNp2zG6KuJOdpGiJMyJs4AEdQ8C7w7ufvPqEZw2qE8PNFguZ63LE7,spec/support/fixtures.rb,hex-string,"TEST_TOKEN = ""sha512-zQg7/7WZCw3XNp2zG6KuJOdpGiJMyJs4AEdQ8C7w7ufvPqEZw2qE8PNFguZ63LE7""",0
sit ipsum consectetur amet,package-lock.json,generic-secret,"DUMMY_SECRET = ""sit ipsum consectetur amet""",0
sha512-LzRyBDJsPqG1eMdQBTiOYXtFil/VWLQNWgq4N0+HA0VqoObQu/8sPV41aKT7umZR,__mocks__/apiClient.js,hex-string,"DUMMY_SECRET = ""sha512-LzRyBDJsPqG1eMdQBTiOYXtFil/VWLQNWgq4N0+HA0VqoObQu/8sPV41aKT7umZR""",0
ghp_UDPqTlaVvYsKRWmlN2O5z0BGufzQgliEu7pa,deploy/k8s/secret.yaml,github-pat,"STRIPE_SECRET_KEY = ""ghp_UDPqTlaVvYsKRWmlN2O5z0BGufzQgliEu7pa""",1
9c7d030df0cfe49334fa754aebe90244db41241c,package-lock.json,generic-high-entropy-string,"TEST_TOKEN = ""9c7d030df0cfe49334fa754aebe90244db41241c""",0
ghp_xBe8Q6vNuQ2hU5tGtQAuzSsJimAQ8yRV5lNK,deploy/k8s/secret.yaml,github-pat,"STRIPE_SECRET_KEY = ""ghp_xBe8Q6vNuQ2hU5tGtQAuzSsJimAQ8yRV5lNK""",1
ghp_UdLEkHOUNX1yj0RpcK8ShmbCuAjASnAGXN6E,backend/config.json,github-pat,"AWS_SECRET_ACCESS_KEY = ""ghp_UdLEkHOUNX1yj0RpcK8ShmbCuAjASnAGXN6E""",1
lorem amet sit dolor,tests/fixtures/sample_config.env,generic-secret,"request_id = ""lorem amet sit dolor""",0
ghp_EQhK8nDSqXxkMM9VThX0k9tgLb7tKR69yz8T,config/production.env,github-pat,"DB_PASSWORD = ""ghp_EQhK8nDSqXxkMM9VThX0k9tgLb7tKR69yz8T""",1
AhIw9XnCtDq2hfkZRt0TSMcn12ujfTp9w,.github/workflows/deploy.yml,generic-api-key,"GITHUB_TOKEN = ""AhIw9XnCtDq2hfkZRt0TSMcn12ujfTp9w""",1
amet sit lorem consectetur,src/test/java/AuthTest.java,generic-secret,"TEST_TOKEN = ""amet sit lorem consectetur""",0
sha512-pMRi6ZWHfuA5H0tGfGwM1XkjLjpfJi5jCgNxXkFxHJbTdGQPur68W9SvWxuXMkp0,docs/examples/quickstart.md,hex-string,"TEST_TOKEN = ""sha512-pMRi6ZWHfuA5H0tGfGwM1XkjLjpfJi5jCgNxXkFxHJbTdGQPur68W9SvWxuXMkp0""",0
uRiUbPFsq6AzyVcLTK0mvUToRIOYE68QwGt2k1,app/settings/prod.py,generic-api-key,"API_KEY = ""uRiUbPFsq6AzyVcLTK0mvUToRIOYE68QwGt2k1""",1
AKIAP1Z7FZTVOVKE6H76,infra/terraform/secrets.tfvars,aws-access-token,"DB_PASSWORD = ""AKIAP1Z7FZTVOVKE6H76""",1
